B3806	30	37	72	47	0
B3807	38	54	72	54	1
B3808	23	52	67	63	1
B3809	37	53	67	68	1
B3810	29	35	88	49	0
B3811	32	93	78	87	0
B3812	10	24	42	33	1
B3813	30	54	76	57	0
B3814	21	56	56	54	1
B3815	28	22	85	60	0
B3816	10	27	67	67	0
B3817	21	55	76	39	0
B3818	27	49	50	30	0
B3819	36	79	83	90	1
B3820	21	90	49	86	1
B3821	36	68	42	51	0
B3822	24	75	43	68	1
B3823	19	66	42	35	1
B3824	16	63	48	40	0
B3825	29	88	77	76	1
B3826	31	97	79	61	1
B3827	19	49	81	64	0
B3828	31	83	71	86	1
B3829	37	54	50	75	1
B3830	32	78	52	59	1
B3831	24	42	40	47	1
B3832	20	94	43	60	1
B3833	26	51	77	51	1
B3834	25	43	66	68	0
B3835	29	91	63	53	0
B3836	22	68	52	66	1
B3837	19	26	40	41	1
B3838	11	70	51	46	1
B3839	12	20	65	59	0
B3840	29	20	84	67	0
B3841	12	41	71	57	1
B3842	27	38	44	47	0
B3843	25	65	59	73	1
B3844	20	38	68	30	0
B3845	26	52	67	63	1
B3846	19	69	67	42	0
B3847	35	95	69	68	1
B3848	29	56	78	40	0
B3849	16	50	90	39	1
B3850	10	33	86	38	0
B3851	24	72	54	81	1
B3852	35	55	70	82	1
B3853	15	20	62	62	0
B3854	38	52	68	65	1
B3855	38	67	70	53	0
B3856	28	37	85	36	1
B3857	14	56	53	57	0
B3858	26	70	59	57	1
B3859	35	58	52	67	0
B3860	22	51	41	39	0
B3861	12	35	79	62	0
B3862	40	81	73	69	1
B3863	15	49	52	42	1
B3864	20	42	75	70	1
B3865	34	98	69	60	0
B3866	13	64	63	53	1
B3867	16	29	57	47	0
B3868	29	89	77	64	0
B3869	27	74	90	55	1
B3870	27	59	71	57	1
B3871	36	65	58	50	1
B3872	28	63	42	61	0
B3873	18	44	88	67	0
B3874	27	54	52	71	1
B3875	23	31	78	67	0
B3876	33	67	89	72	1
B3877	36	96	73	57	0
B3878	23	65	57	69	0
B3879	35	60	79	55	1
B3880	10	36	41	69	0
B3881	34	77	69	69	1
B3882	19	50	83	60	0
B3883	38	56	77	69	1
B3884	24	51	71	53	0
B3885	24	25	48	44	0
B3886	32	53	73	82	1
B3887	37	66	71	68	0
B3888	30	52	47	65	0
B3889	27	66	41	64	1
B3890	37	67	75	50	1
B3891	20	61	58	72	1
B3892	21	82	60	50	1
B3893	20	32	72	42	1
B3894	17	62	76	74	0
B3895	16	49	70	64	0
B3896	16	43	78	63	0
B3897	39	58	85	74	1
B3898	35	96	62	61	1
B3899	32	64	56	88	0
B3900	24	23	72	49	1
B3901	24	60	41	52	1
B3902	27	61	70	64	0
B3903	16	62	46	70	0
B3904	30	44	61	36	1
B3905	28	60	62	51	1
B3906	15	29	44	64	0
B3907	39	95	68	89	0
B3908	16	34	55	61	0
B3909	29	51	48	90	1
B3910	27	40	66	37	1
B3911	18	24	64	69	1
B3912	22	58	42	35	0
B3913	16	32	86	44	0
B3914	22	43	69	58	0
B3915	21	32	58	57	0
B3916	35	82	73	67	0
B3917	12	69	84	62	0
B3918	17	57	80	66	0
B3919	30	64	88	87	1
B3920	16	51	53	47	0
B3921	34	52	69	50	1
B3922	29	56	78	32	0
B3923	24	30	48	61	0
B3924	18	25	55	36	1
B3925	18	26	83	45	0
B3926	26	24	58	53	0
B3927	22	60	41	61	1
B3928	25	83	40	70	1
B3929	19	44	73	70	0
B3930	25	42	51	37	0
B3931	26	80	67	80	1
B3932	14	42	83	67	0
B3933	22	63	78	67	0
B3934	21	100	84	61	1
B3935	34	87	66	59	0
B3936	40	91	58	57	1
B3937	31	53	72	60	0
B3938	22	52	70	63	1
B3939	30	41	40	56	0
B3940	19	69	82	55	0
B3941	34	76	86	52	0
B3942	11	22	83	61	1
B3943	19	56	72	31	1
B3944	28	82	63	80	1
B3945	30	76	44	58	1
B3946	24	63	85	76	0
B3947	22	56	86	59	0
B3948	27	60	62	51	1
B3949	25	47	89	53	0
B3950	37	64	88	75	0
B3951	19	64	44	65	0
B3952	17	54	53	46	0
B3953	33	68	50	56	0
B3954	16	26	61	64	1
B3955	30	84	69	77	1
B3956	29	52	70	60	0
B3957	12	47	57	64	0
B3958	27	81	41	56	0
B3959	22	82	62	53	0
B3960	25	63	66	40	0
B3961	28	97	77	79	1
B3962	25	39	79	47	0
B3963	27	34	42	57	1
B3964	36	79	58	81	0
B3965	25	59	51	43	0
B3966	22	99	49	63	1
B3967	40	57	68	65	1
B3968	11	20	46	32	0
B3969	19	42	87	55	0
B3970	30	47	44	67	0
B3971	23	57	55	78	1
B3972	28	68	50	64	0
B3973	18	69	61	60	0
B3974	39	51	57	60	1
B3975	13	50	62	53	0
B3976	20	55	57	65	0
B3977	28	87	73	89	0
B3978	36	50	68	61	0
B3979	28	51	41	48	0
B3980	29	94	86	84	1
B3981	23	80	59	63	0
B3982	32	82	52	55	1
B3983	22	23	47	40	0
B3984	31	89	81	84	1
B3985	40	88	49	54	1
B3986	20	88	80	82	1
B3987	20	43	71	66	0
B3988	16	29	87	42	0
B3989	26	56	43	68	1
B3990	30	61	63	60	1
B3991	20	31	82	48	0
B3992	28	26	65	31	0
B3993	23	63	72	55	0
B3994	12	64	60	44	0
B3995	23	47	59	38	1
B3996	16	38	80	66	0
B3997	20	69	42	56	0
B3998	26	88	75	69	1
B3999	20	54	82	55	0
B4000	21	76	84	50	0
